,gun,skin,rarity,stattrak,quality,price,quantity
7969,SG 553 , Aerial,Mil-Spec,1, Well-Worn, 1.42, 84
7970,SG 553 , Aerial,Mil-Spec,1, Battle-Scarred, 0.61, 268
7971,SG 553 , Phantom,Restricted,0,Factory New, 1.07, 639
7972,SG 553 , Phantom,Restricted,0,Minimal Wear, 0.57, 1518
7973,SG 553 , Phantom,Restricted,0,Field-Tested, 0.35, 2413
7974,SG 553 , Phantom,Restricted,0,Well-Worn, 0.51, 689
7975,SG 553 , Phantom,Restricted,0,Battle-Scarred, 0.36, 904
7976,SG 553 , Phantom,Restricted,1, Factory New, 5.8, 155
7977,SG 553 , Phantom,Restricted,1, Minimal Wear, 2.83, 243
7978,SG 553 , Phantom,Restricted,1, Field-Tested, 1.39, 445
7979,SG 553 , Phantom,Restricted,1, Well-Worn, 2.41, 94
7980,SG 553 , Phantom,Restricted,1, Battle-Scarred, 1.57, 117
7981,SG 553 , Aloha,Mil-Spec,0,Factory New, 0.23, 3831
7982,SG 553 , Aloha,Mil-Spec,0,Minimal Wear, 0.14, 5509
7983,SG 553 , Aloha,Mil-Spec,0,Field-Tested, 0.09, 4136
7984,SG 553 , Aloha,Mil-Spec,0,Well-Worn, 0.14, 948
7985,SG 553 , Aloha,Mil-Spec,0,Battle-Scarred, 0.1, 806
7986,SG 553 , Aloha,Mil-Spec,1, Factory New, 1.27, 546
7987,SG 553 , Aloha,Mil-Spec,1, Minimal Wear, 0.69, 917
7988,SG 553 , Aloha,Mil-Spec,1, Field-Tested, 0.34, 1895
7989,SG 553 , Aloha,Mil-Spec,1, Well-Worn, 0.65, 271
7990,SG 553 , Aloha,Mil-Spec,1, Battle-Scarred, 0.35, 295
7991,SG 553 , Waves Perforated,Consumer,0,Factory New, 0.21, 468
7992,SG 553 , Waves Perforated,Consumer,0,Minimal Wear, 0.05, 6245
7993,SG 553 , Waves Perforated,Consumer,0,Field-Tested, 0.04, 31073
7994,SG 553 , Waves Perforated,Consumer,0,Well-Worn, 0.04, 6421
7995,SG 553 , Waves Perforated,Consumer,0,Battle-Scarred, 0.04, 7744
7996,SG 553 , Waves Perforated,Consumer,1, Factory New, 141.18, 1
7997,SG 553 , Waves Perforated,Consumer,1, Minimal Wear, 9.6, 20
7998,SG 553 , Waves Perforated,Consumer,1, Field-Tested, 5.19, 43
7999,SG 553 , Waves Perforated,Consumer,1, Well-Worn, 8.36, 11
8000,SG 553 , Waves Perforated,Consumer,1, Battle-Scarred, 5.23, 17
8001,SG 553 , Pulse,Restricted,0,Minimal Wear, 3.77, 493
8002,SG 553 , Pulse,Restricted,0,Field-Tested, 0.94, 1702
8003,SG 553 , Pulse,Restricted,0,Well-Worn, 1.54, 200
8004,SG 553 , Pulse,Restricted,0,Battle-Scarred, 0.88, 332
8005,SG 553 , Pulse,Restricted,1, Minimal Wear, 11.9, 112
8006,SG 553 , Pulse,Restricted,1, Field-Tested, 2.82, 454
8007,SG 553 , Pulse,Restricted,1, Well-Worn, 4.38, 68
8008,SG 553 , Pulse,Restricted,1, Battle-Scarred, 2.88, 129
8009,SG 553 , Integrale,Classified,0,Factory New, 299.05, 20
8010,SG 553 , Integrale,Classified,0,Minimal Wear, 173.54, 22
8011,SG 553 , Integrale,Classified,0,Field-Tested, 105.17, 33
8012,SG 553 , Integrale,Classified,0,Well-Worn, 59.25, 31
8013,SG 553 , Integrale,Classified,0,Battle-Scarred, 37.58, 36
8014,SG 553 , Integrale,Classified,1, Factory New, 1747.62,N/A
8015,SG 553 , Integrale,Classified,1, Minimal Wear, 989.77, 1
8016,SG 553 , Integrale,Classified,1, Field-Tested, 417.6, 2
8017,SG 553 , Integrale,Classified,1, Well-Worn, 208.79, 2
8018,SG 553 , Integrale,Classified,1, Battle-Scarred, 162.35, 3
8019,SG 553 , Tiger Moth,Restricted,0,Factory New, 7.95, 102
8020,SG 553 , Tiger Moth,Restricted,0,Minimal Wear, 3.3, 275
8021,SG 553 , Tiger Moth,Restricted,0,Field-Tested, 1.67, 517
8022,SG 553 , Tiger Moth,Restricted,0,Well-Worn, 1.32, 316
8023,SG 553 , Tiger Moth,Restricted,0,Battle-Scarred, 1.23, 205
8024,SG 553 , Tiger Moth,Restricted,1, Factory New, 35.71, 32
8025,SG 553 , Tiger Moth,Restricted,1, Minimal Wear, 14.78, 56
8026,SG 553 , Tiger Moth,Restricted,1, Field-Tested, 6.92, 77
8027,SG 553 , Tiger Moth,Restricted,1, Well-Worn, 5.15, 72
8028,SG 553 , Tiger Moth,Restricted,1, Battle-Scarred, 4.79, 32
8029,SG 553 , Traveler,Industrial,0,Factory New, 6.63, 41
8030,SG 553 , Traveler,Industrial,0,Minimal Wear, 2.87, 49
8031,SG 553 , Traveler,Industrial,0,Field-Tested, 2.08, 51
8032,SG 553 , Traveler,Industrial,0,Well-Worn, 1.78, 43
8033,SG 553 , Traveler,Industrial,0,Battle-Scarred, 1.88, 32
8034,SG 553 , Army Sheen,Consumer,0,Factory New, 0.08, 10340
8035,SG 553 , Army Sheen,Consumer,0,Minimal Wear, 0.04, 15213
8036,SG 553 , Army Sheen,Consumer,0,Field-Tested, 0.04, 8164
8037,★ Shadow Daggers , Boreal Forest,Covert,0,Factory New, 211.42,N/A
8038,★ Shadow Daggers , Boreal Forest,Covert,0,Minimal Wear, 88.48, 3
8039,★ Shadow Daggers , Boreal Forest,Covert,0,Field-Tested, 77.45, 17
8040,★ Shadow Daggers , Boreal Forest,Covert,0,Well-Worn, 84.57, 5
8041,★ Shadow Daggers , Boreal Forest,Covert,0,Battle-Scarred, 75.98, 10
8042,★ Shadow Daggers , Boreal Forest,Covert,1, Minimal Wear, 132.1, 1
8043,★ Shadow Daggers , Boreal Forest,Covert,1, Field-Tested, 88.1, 9
8044,★ Shadow Daggers , Boreal Forest,Covert,1, Well-Worn, 124.81, 2
8045,★ Shadow Daggers , Boreal Forest,Covert,1, Battle-Scarred, 87.35, 5
8046,★ Shadow Daggers , Case Hardened,Covert,0,Factory New, 171.55, 5
8047,★ Shadow Daggers , Case Hardened,Covert,0,Minimal Wear, 132.25, 4
8048,★ Shadow Daggers , Case Hardened,Covert,0,Field-Tested, 109.25, 9
8049,★ Shadow Daggers , Case Hardened,Covert,0,Well-Worn, 108.44, 8
8050,★ Shadow Daggers , Case Hardened,Covert,0,Battle-Scarred, 103.38, 9
8051,★ Shadow Daggers , Case Hardened,Covert,1, Factory New, 410, 1
8052,★ Shadow Daggers , Case Hardened,Covert,1, Minimal Wear, 179.99, 2
8053,★ Shadow Daggers , Case Hardened,Covert,1, Field-Tested, 143.15, 3
8054,★ Shadow Daggers , Case Hardened,Covert,1, Well-Worn, 132.41, 2
8055,★ Shadow Daggers , Case Hardened,Covert,1, Battle-Scarred, 167.52, 2
8056,★ Shadow Daggers , Blue Steel,Covert,0,Factory New, 148.04, 6
8057,★ Shadow Daggers , Blue Steel,Covert,0,Minimal Wear, 91.74, 11
8058,★ Shadow Daggers , Blue Steel,Covert,0,Field-Tested, 88.1, 5
8059,★ Shadow Daggers , Blue Steel,Covert,0,Well-Worn, 88.61, 5
8060,★ Shadow Daggers , Blue Steel,Covert,0,Battle-Scarred, 91.54, 8
8061,★ Shadow Daggers , Blue Steel,Covert,1, Factory New, 290.84, 1
8062,★ Shadow Daggers , Blue Steel,Covert,1, Minimal Wear, 131.74, 3
8063,★ Shadow Daggers , Blue Steel,Covert,1, Field-Tested, 110.08, 2
8064,★ Shadow Daggers , Blue Steel,Covert,1, Well-Worn, 104.45, 3
8065,★ Shadow Daggers , Blue Steel,Covert,1, Battle-Scarred, 121.34, 4
8066,★ Shadow Daggers , Rust Coat,Covert,0,Well-Worn, 106.09, 1
8067,★ Shadow Daggers , Rust Coat,Covert,0,Battle-Scarred, 74.88, 33
8068,★ Shadow Daggers , Rust Coat,Covert,1, Well-Worn, 123.74, 3
8069,★ Shadow Daggers , Rust Coat,Covert,1, Battle-Scarred, 89.99, 6
8070,★ Shadow Daggers , Ultraviolet,Covert,0,Factory New, 125.86,N/A
8071,★ Shadow Daggers , Ultraviolet,Covert,0,Minimal Wear, 115.06, 8
8072,★ Shadow Daggers , Ultraviolet,Covert,0,Field-Tested, 91.38, 21
8073,★ Shadow Daggers , Ultraviolet,Covert,0,Well-Worn, 97.25, 7
8074,★ Shadow Daggers , Ultraviolet,Covert,0,Battle-Scarred, 82.49, 8
8075,★ Shadow Daggers , Ultraviolet,Covert,1, Factory New, 368,N/A
8076,★ Shadow Daggers , Ultraviolet,Covert,1, Minimal Wear, 228.25, 5
8077,★ Shadow Daggers , Ultraviolet,Covert,1, Field-Tested, 119.4, 5
8078,★ Shadow Daggers , Ultraviolet,Covert,1, Well-Worn, 119.4, 3
8079,★ Shadow Daggers , Ultraviolet,Covert,1, Battle-Scarred, 90.78, 4
8080,★ Shadow Daggers , Stained,Covert,0,Factory New, 118.57, 6
8081,★ Shadow Daggers , Stained,Covert,0,Minimal Wear, 92.36, 5
8082,★ Shadow Daggers , Stained,Covert,0,Field-Tested, 87.97, 5
8083,★ Shadow Daggers , Stained,Covert,0,Well-Worn, 85.21, 5
8084,★ Shadow Daggers , Stained,Covert,0,Battle-Scarred, 85.74, 4
8085,★ Shadow Daggers , Stained,Covert,1, Minimal Wear, 142.1, 1
8086,★ Shadow Daggers , Stained,Covert,1, Field-Tested, 130, 4
8087,★ Shadow Daggers , Stained,Covert,1, Well-Worn, 107.45, 1
8088,★ Shadow Daggers , Stained,Covert,1, Battle-Scarred, 91.17, 4
8089,★ Shadow Daggers , Damascus Steel,Covert,0,Factory New, 111.67, 12
8090,★ Shadow Daggers , Damascus Steel,Covert,0,Minimal Wear, 97.72, 10
8091,★ Shadow Daggers , Damascus Steel,Covert,0,Field-Tested, 88.22, 17
8092,★ Shadow Daggers , Damascus Steel,Covert,0,Well-Worn, 104.47, 4
8093,★ Shadow Daggers , Damascus Steel,Covert,0,Battle-Scarred, 84, 7
8094,★ Shadow Daggers , Damascus Steel,Covert,1, Factory New, 187.02, 4
8095,★ Shadow Daggers , Damascus Steel,Covert,1, Minimal Wear, 118.41, 4
8096,★ Shadow Daggers , Damascus Steel,Covert,1, Field-Tested, 111.49, 5
8097,★ Shadow Daggers , Damascus Steel,Covert,1, Well-Worn, 123.92, 1
8098,★ Shadow Daggers , Damascus Steel,Covert,1, Battle-Scarred, 137.1, 3
8099,★ Shadow Daggers , Scorched,Covert,0,Factory New, 196.44, 1
8100,★ Shadow Daggers , Scorched,Covert,0,Minimal Wear, 83.73, 8
8101,★ Shadow Daggers , Scorched,Covert,0,Field-Tested, 74.88, 17
8102,★ Shadow Daggers , Scorched,Covert,0,Well-Worn, 83.4, 5
8103,★ Shadow Daggers , Scorched,Covert,0,Battle-Scarred, 74.47, 8
8104,★ Shadow Daggers , Scorched,Covert,1, Minimal Wear, 110.78, 2
8105,★ Shadow Daggers , Scorched,Covert,1, Field-Tested, 90.25, 5
8106,★ Shadow Daggers , Scorched,Covert,1, Well-Worn, 87.49, 4
8107,★ Shadow Daggers , Scorched,Covert,1, Battle-Scarred, 75.99,N/A
8108,★ Shadow Daggers , Slaughter,Covert,0,Factory New, 154.99, 13
8109,★ Shadow Daggers , Slaughter,Covert,0,Minimal Wear, 134.8, 12
8110,★ Shadow Daggers , Slaughter,Covert,0,Field-Tested, 135.89, 1
8111,★ Shadow Daggers , Slaughter,Covert,1, Factory New, 212.29, 2
8112,★ Shadow Daggers , Slaughter,Covert,1, Minimal Wear, 171.27, 2
8113,★ Shadow Daggers , Slaughter,Covert,1, Field-Tested, 183.43, 1
8114,★ Shadow Daggers , Safari Mesh,Covert,0,Factory New, 155.31, 1
8115,★ Shadow Daggers , Safari Mesh,Covert,0,Minimal Wear, 85.11, 7
8116,★ Shadow Daggers , Safari Mesh,Covert,0,Field-Tested, 78.23, 19
8117,★ Shadow Daggers , Safari Mesh,Covert,0,Well-Worn, 83.89, 7
8118,★ Shadow Daggers , Safari Mesh,Covert,0,Battle-Scarred, 80.33, 6
8119,★ Shadow Daggers , Safari Mesh,Covert,1, Factory New, 600, 1
8120,★ Shadow Daggers , Safari Mesh,Covert,1, Minimal Wear, 106.69, 3
8121,★ Shadow Daggers , Safari Mesh,Covert,1, Field-Tested, 85.3, 9
8122,★ Shadow Daggers , Safari Mesh,Covert,1, Well-Worn, 126.3, 2
8123,★ Shadow Daggers , Safari Mesh,Covert,1, Battle-Scarred, 92.95, 2
8124,★ Shadow Daggers , Crimson Web,Covert,0,Minimal Wear, 188.57, 11
8125,★ Shadow Daggers , Crimson Web,Covert,0,Field-Tested, 126.59, 20
8126,★ Shadow Daggers , Crimson Web,Covert,0,Well-Worn, 124.7, 8
8127,★ Shadow Daggers , Crimson Web,Covert,0,Battle-Scarred, 107.45, 5
8128,★ Shadow Daggers , Crimson Web,Covert,1, Minimal Wear, 219.24, 5
8129,★ Shadow Daggers , Crimson Web,Covert,1, Field-Tested, 165.73, 4
8130,★ Shadow Daggers , Crimson Web,Covert,1, Well-Worn, 190.9, 1
8131,★ Shadow Daggers , Crimson Web,Covert,1, Battle-Scarred, 145.05, 3
8132,★ Shadow Daggers , Forest DDPAT,Covert,0,Factory New, 130.1, 1
8133,★ Shadow Daggers , Forest DDPAT,Covert,0,Minimal Wear, 94, 4
8134,★ Shadow Daggers , Forest DDPAT,Covert,0,Field-Tested, 79.84, 11
8135,★ Shadow Daggers , Forest DDPAT,Covert,0,Well-Worn, 85, 3
8136,★ Shadow Daggers , Forest DDPAT,Covert,0,Battle-Scarred, 74.46, 9
8137,★ Shadow Daggers , Forest DDPAT,Covert,1, Minimal Wear, 103.93, 3
8138,★ Shadow Daggers , Forest DDPAT,Covert,1, Field-Tested, 85.41, 6
8139,★ Shadow Daggers , Forest DDPAT,Covert,1, Well-Worn, 86.89,N/A
8140,★ Shadow Daggers , Forest DDPAT,Covert,1, Battle-Scarred, 115, 1
8141,★ Shadow Daggers , Night,Covert,0,Factory New, 220.51,N/A
8142,★ Shadow Daggers , Night,Covert,0,Minimal Wear, 99.85, 5
8143,★ Shadow Daggers , Night,Covert,0,Field-Tested, 80.86, 14
8144,★ Shadow Daggers , Night,Covert,0,Well-Worn, 86.19, 5
8145,★ Shadow Daggers , Night,Covert,0,Battle-Scarred, 77.65, 7
8146,★ Shadow Daggers , Night,Covert,1, Minimal Wear, 141.45, 3
8147,★ Shadow Daggers , Night,Covert,1, Field-Tested, 102.03, 3
8148,★ Shadow Daggers , Night,Covert,1, Well-Worn, 101.9, 2
8149,★ Shadow Daggers , Night,Covert,1, Battle-Scarred, 105.06, 2
8150,★ Shadow Daggers , Urban Masked,Covert,0,Factory New, 226.27, 2
8151,★ Shadow Daggers , Urban Masked,Covert,0,Minimal Wear, 96.06, 5
8152,★ Shadow Daggers , Urban Masked,Covert,0,Field-Tested, 80.17, 18
8153,★ Shadow Daggers , Urban Masked,Covert,0,Well-Worn, 81.3, 3
8154,★ Shadow Daggers , Urban Masked,Covert,0,Battle-Scarred, 80.33, 8
8155,★ Shadow Daggers , Urban Masked,Covert,1, Minimal Wear, 117.03, 4
8156,★ Shadow Daggers , Urban Masked,Covert,1, Field-Tested, 92.95, 6
8157,★ Shadow Daggers , Urban Masked,Covert,1, Well-Worn, 90.45, 1
8158,★ Shadow Daggers , Urban Masked,Covert,1, Battle-Scarred, 93, 3
8159,★ Shadow Daggers , Doppler,Covert,0,Factory New, 167.96, 97
8160,★ Shadow Daggers , Doppler,Covert,0,Minimal Wear, 249.62, 11
8161,★ Shadow Daggers , Doppler,Covert,1, Factory New, 241.35, 14
8162,★ Shadow Daggers , Doppler,Covert,1, Minimal Wear, 482.97, 2
8163,★ Shadow Daggers , Vanilla,Covert,0,Factory New, 124.81, 21
8164,★ Shadow Daggers , Vanilla,Covert,1, Factory New, 179.55, 5
8165,★ Shadow Daggers , Fade,Covert,0,Factory New, 184.51, 16
8166,★ Shadow Daggers , Fade,Covert,0,Minimal Wear, 210.41, 3
8167,★ Shadow Daggers , Fade,Covert,1, Factory New, 269.99, 4
8168,★ Shadow Daggers , Fade,Covert,1, Minimal Wear, 1000, 1
8169,★ Shadow Daggers , Marble Fade,Covert,0,Factory New, 170.52, 16
8170,★ Shadow Daggers , Marble Fade,Covert,0,Minimal Wear, 166.48, 4
8171,★ Shadow Daggers , Marble Fade,Covert,1, Factory New, 214.93, 10
8172,★ Shadow Daggers , Marble Fade,Covert,1, Minimal Wear, 227.3, 1
8173,★ Shadow Daggers , Tiger Tooth,Covert,0,Factory New, 141.59, 26
8174,★ Shadow Daggers , Tiger Tooth,Covert,0,Minimal Wear, 157.98, 5
8175,★ Shadow Daggers , Tiger Tooth,Covert,1, Factory New, 184, 10
8176,★ Shadow Daggers , Tiger Tooth,Covert,1, Minimal Wear, 379.87, 1
8177,★ Skeleton Knife , Blue Steel,Covert,0,Factory New, 1382.35, 1
8178,★ Skeleton Knife , Blue Steel,Covert,0,Minimal Wear, 622.22, 2
8179,★ Skeleton Knife , Blue Steel,Covert,0,Field-Tested, 489.37, 1
8180,★ Skeleton Knife , Blue Steel,Covert,0,Well-Worn, 449, 3
8181,★ Skeleton Knife , Blue Steel,Covert,0,Battle-Scarred, 400,N/A
8182,★ Skeleton Knife , Blue Steel,Covert,1, Minimal Wear, 649.49, 1
8183,★ Skeleton Knife , Blue Steel,Covert,1, Field-Tested, 507.99, 1
8184,★ Skeleton Knife , Blue Steel,Covert,1, Well-Worn, 438.04, 1
8185,★ Skeleton Knife , Blue Steel,Covert,1, Battle-Scarred, 351.86,N/A
8186,★ Skeleton Knife , Urban Masked,Covert,0,Factory New, 919.21, 1
8187,★ Skeleton Knife , Urban Masked,Covert,0,Minimal Wear, 434.13, 1
8188,★ Skeleton Knife , Urban Masked,Covert,0,Field-Tested, 345, 2
8189,★ Skeleton Knife , Urban Masked,Covert,0,Well-Worn, 278.1, 1
8190,★ Skeleton Knife , Urban Masked,Covert,0,Battle-Scarred, 282.34, 2
8191,★ Skeleton Knife , Urban Masked,Covert,1, Factory New, 576.18,N/A
8192,★ Skeleton Knife , Urban Masked,Covert,1, Minimal Wear, 513.47, 1
8193,★ Skeleton Knife , Urban Masked,Covert,1, Field-Tested, 333.11, 4
8194,★ Skeleton Knife , Urban Masked,Covert,1, Well-Worn, 402.5, 1
8195,★ Skeleton Knife , Urban Masked,Covert,1, Battle-Scarred, 311.14, 1
8196,★ Skeleton Knife , Scorched,Covert,0,Minimal Wear, 360.36, 4
8197,★ Skeleton Knife , Scorched,Covert,0,Field-Tested, 336.57, 1
8198,★ Skeleton Knife , Scorched,Covert,0,Well-Worn, 306.05, 2
8199,★ Skeleton Knife , Scorched,Covert,0,Battle-Scarred, 221.22,N/A
8200,★ Skeleton Knife , Scorched,Covert,1, Minimal Wear, 343.85, 1
8201,★ Skeleton Knife , Scorched,Covert,1, Field-Tested, 294.09,N/A
8202,★ Skeleton Knife , Scorched,Covert,1, Well-Worn, 352.13,N/A
8203,★ Skeleton Knife , Scorched,Covert,1, Battle-Scarred, 296.44, 1
8204,★ Skeleton Knife , Boreal Forest,Covert,0,Factory New, 926.98, 1
8205,★ Skeleton Knife , Boreal Forest,Covert,0,Minimal Wear, 398.03, 1
8206,★ Skeleton Knife , Boreal Forest,Covert,0,Field-Tested, 433.84, 4
8207,★ Skeleton Knife , Boreal Forest,Covert,0,Well-Worn, 299,N/A
8208,★ Skeleton Knife , Boreal Forest,Covert,0,Battle-Scarred, 277.42,N/A
8209,★ Skeleton Knife , Boreal Forest,Covert,1, Minimal Wear, 423.72, 1
8210,★ Skeleton Knife , Boreal Forest,Covert,1, Field-Tested, 334.8, 1
8211,★ Skeleton Knife , Boreal Forest,Covert,1, Well-Worn, 333, 1
8212,★ Skeleton Knife , Boreal Forest,Covert,1, Battle-Scarred, 269.92,N/A
8213,★ Skeleton Knife , Stained,Covert,0,Factory New, 1780.66, 1
8214,★ Skeleton Knife , Stained,Covert,0,Minimal Wear, 453.95, 1
8215,★ Skeleton Knife , Stained,Covert,0,Field-Tested, 434.13, 2
8216,★ Skeleton Knife , Stained,Covert,0,Well-Worn, 365.75, 2
8217,★ Skeleton Knife , Stained,Covert,0,Battle-Scarred, 369.01, 1
8218,★ Skeleton Knife , Stained,Covert,1, Factory New, 1682.56, 1
8219,★ Skeleton Knife , Stained,Covert,1, Minimal Wear, 1508.75, 1
8220,★ Skeleton Knife , Stained,Covert,1, Field-Tested, 531.03, 1
8221,★ Skeleton Knife , Stained,Covert,1, Well-Worn, 494.97, 1
8222,★ Skeleton Knife , Stained,Covert,1, Battle-Scarred, 268.94,N/A
8223,★ Skeleton Knife , Night Stripe,Covert,0,Factory New, 1251.89,N/A
8224,★ Skeleton Knife , Night Stripe,Covert,0,Minimal Wear, 475,N/A
8225,★ Skeleton Knife , Night Stripe,Covert,0,Field-Tested, 419.31, 3
8226,★ Skeleton Knife , Night Stripe,Covert,0,Well-Worn, 332.03,N/A
8227,★ Skeleton Knife , Night Stripe,Covert,0,Battle-Scarred, 663.89,N/A
8228,★ Skeleton Knife , Night Stripe,Covert,1, Minimal Wear, 626.43, 1
8229,★ Skeleton Knife , Night Stripe,Covert,1, Field-Tested, 596.93, 1
8230,★ Skeleton Knife , Night Stripe,Covert,1, Well-Worn, 381.4, 1
8231,★ Skeleton Knife , Night Stripe,Covert,1, Battle-Scarred, 293.25,N/A
8232,★ Skeleton Knife , Slaughter,Covert,0,Factory New, 1515.49, 3
8233,★ Skeleton Knife , Slaughter,Covert,0,Minimal Wear, 970, 1
8234,★ Skeleton Knife , Slaughter,Covert,0,Field-Tested, 917.29, 1
8235,★ Skeleton Knife , Slaughter,Covert,1, Factory New, 1649.85,N/A
8236,★ Skeleton Knife , Slaughter,Covert,1, Minimal Wear, 1286.1, 2
8237,★ Skeleton Knife , Slaughter,Covert,1, Field-Tested, 900,N/A
8238,★ Skeleton Knife , Fade,Covert,0,Factory New, 1725, 1
8239,★ Skeleton Knife , Fade,Covert,0,Minimal Wear, 1435.49,N/A
8240,★ Skeleton Knife , Fade,Covert,1, Factory New, 1720.71,N/A
8241,★ Skeleton Knife , Crimson Web,Covert,0,Minimal Wear, 1768.83, 1
8242,★ Skeleton Knife , Crimson Web,Covert,0,Field-Tested, 1555.58, 1
8243,★ Skeleton Knife , Crimson Web,Covert,0,Well-Worn, 962.51,N/A
8244,★ Skeleton Knife , Crimson Web,Covert,0,Battle-Scarred, 621.19, 1
8245,★ Skeleton Knife , Crimson Web,Covert,1, Minimal Wear, 1695.11,N/A
8246,★ Skeleton Knife , Crimson Web,Covert,1, Field-Tested, 1252.59,N/A
8247,★ Skeleton Knife , Crimson Web,Covert,1, Well-Worn, 1018.49,N/A
8248,★ Skeleton Knife , Crimson Web,Covert,1, Battle-Scarred, 977.5, 2
8249,★ Skeleton Knife , Safari Mesh,Covert,0,Factory New, 364.98,N/A
8250,★ Skeleton Knife , Safari Mesh,Covert,0,Minimal Wear, 363.7, 2
8251,★ Skeleton Knife , Safari Mesh,Covert,0,Field-Tested, 276.06, 3
8252,★ Skeleton Knife , Safari Mesh,Covert,0,Well-Worn, 320,N/A
8253,★ Skeleton Knife , Safari Mesh,Covert,0,Battle-Scarred, 269.15, 2
8254,★ Skeleton Knife , Safari Mesh,Covert,1, Minimal Wear, 424.25, 1
8255,★ Skeleton Knife , Safari Mesh,Covert,1, Field-Tested, 276.53, 4
8256,★ Skeleton Knife , Safari Mesh,Covert,1, Well-Worn, 269.57, 1
8257,★ Skeleton Knife , Safari Mesh,Covert,1, Battle-Scarred, 272.12, 3
8258,★ Skeleton Knife , Forest DDPAT,Covert,0,Factory New, 1572.89,N/A
8259,★ Skeleton Knife , Forest DDPAT,Covert,0,Minimal Wear, 480.7, 3
8260,★ Skeleton Knife , Forest DDPAT,Covert,0,Field-Tested, 309.7, 3
8261,★ Skeleton Knife , Forest DDPAT,Covert,0,Well-Worn, 261.11,N/A
8262,★ Skeleton Knife , Forest DDPAT,Covert,0,Battle-Scarred, 304.43, 1
8263,★ Skeleton Knife , Forest DDPAT,Covert,1, Minimal Wear, 468.23,N/A
8264,★ Skeleton Knife , Forest DDPAT,Covert,1, Field-Tested, 423.73, 1
8265,★ Skeleton Knife , Forest DDPAT,Covert,1, Well-Worn, 335.62, 1
8266,★ Skeleton Knife , Forest DDPAT,Covert,1, Battle-Scarred, 246.19,N/A
8267,★ Skeleton Knife , Case Hardened,Covert,0,Factory New, 1774.84,N/A
8268,★ Skeleton Knife , Case Hardened,Covert,0,Minimal Wear, 961.49, 3
8269,★ Skeleton Knife , Case Hardened,Covert,0,Field-Tested, 669.36, 2
8270,★ Skeleton Knife , Case Hardened,Covert,0,Well-Worn, 747.5, 2
8271,★ Skeleton Knife , Case Hardened,Covert,0,Battle-Scarred, 422.83, 5
8272,★ Skeleton Knife , Case Hardened,Covert,1, Factory New,A,N/A
8273,★ Skeleton Knife , Case Hardened,Covert,1, Minimal Wear, 769.49,N/A
8274,★ Skeleton Knife , Case Hardened,Covert,1, Field-Tested, 660, 1
8275,★ Skeleton Knife , Case Hardened,Covert,1, Well-Worn, 550, 1
8276,★ Skeleton Knife , Case Hardened,Covert,1, Battle-Scarred, 1800, 1
8277,★ Skeleton Knife , Vanilla,Covert,0,Factory New, 805, 2
8278,★ Skeleton Knife , Vanilla,Covert,1, Factory New, 860, 3
8279,SSG 08 , Ghost Crusader,Restricted,0,Factory New, 4.46, 79
8280,SSG 08 , Ghost Crusader,Restricted,0,Minimal Wear, 1.96, 231
8281,SSG 08 , Ghost Crusader,Restricted,0,Field-Tested, 0.99, 374
8282,SSG 08 , Ghost Crusader,Restricted,0,Well-Worn, 0.88, 268
8283,SSG 08 , Ghost Crusader,Restricted,0,Battle-Scarred, 0.83, 184
8284,SSG 08 , Ghost Crusader,Restricted,1, Factory New, 18.97, 20
8285,SSG 08 , Ghost Crusader,Restricted,1, Minimal Wear, 7.13, 68
8286,SSG 08 , Ghost Crusader,Restricted,1, Field-Tested, 3.76, 88
8287,SSG 08 , Ghost Crusader,Restricted,1, Well-Worn, 2.7, 78
8288,SSG 08 , Ghost Crusader,Restricted,1, Battle-Scarred, 2.39, 58
8289,SSG 08 , Sea Calico,Restricted,0,Factory New, 35.5, 42
8290,SSG 08 , Sea Calico,Restricted,0,Minimal Wear, 32.33, 21
8291,SSG 08 , Sea Calico,Restricted,0,Field-Tested, 24.24, 35
8292,SSG 08 , Sea Calico,Restricted,0,Well-Worn, 21.68, 7
8293,SSG 08 , Sea Calico,Restricted,0,Battle-Scarred, 19.52, 6
8294,SSG 08 , Abyss,Mil-Spec,0,Factory New, 2.48, 168
8295,SSG 08 , Abyss,Mil-Spec,0,Minimal Wear, 0.74, 827
8296,SSG 08 , Abyss,Mil-Spec,0,Field-Tested, 0.39, 1125
8297,SSG 08 , Abyss,Mil-Spec,0,Well-Worn, 0.32, 1409
8298,SSG 08 , Abyss,Mil-Spec,0,Battle-Scarred, 0.29, 411
8299,SSG 08 , Abyss,Mil-Spec,1, Factory New, 10.18, 68
8300,SSG 08 , Abyss,Mil-Spec,1, Minimal Wear, 2.35, 262
8301,SSG 08 , Abyss,Mil-Spec,1, Field-Tested, 1.11, 542
8302,SSG 08 , Abyss,Mil-Spec,1, Well-Worn, 1, 337
8303,SSG 08 , Abyss,Mil-Spec,1, Battle-Scarred, 1.05, 339
8304,SSG 08 , Fever Dream,Restricted,0,Factory New, 4.46, 123
8305,SSG 08 , Fever Dream,Restricted,0,Minimal Wear, 2.76, 188
8306,SSG 08 , Fever Dream,Restricted,0,Field-Tested, 1.8, 307
8307,SSG 08 , Fever Dream,Restricted,0,Well-Worn, 2.12, 54
8308,SSG 08 , Fever Dream,Restricted,0,Battle-Scarred, 1.54, 72
8309,SSG 08 , Fever Dream,Restricted,1, Factory New, 16.69, 28
